,link,ClapRespScore
0,https://medium.com/@nateliason/no-more-struggle-porn-202153a01108,0.7902936814508484
1,https://uxplanet.org/10-small-design-mistakes-we-still-make-1cd5f60bc708,0.6679468242245199
2,https://medium.com/swlh/deliberate-practice-makes-perfect-how-to-become-an-expert-in-anything-ec30e0c1314e,0.5668090111373851
3,https://medium.com/personal-growth/the-cure-for-an-anxious-sucky-life-in-less-than-550-words-81898c821ebd,0.5074319895651117
4,https://medium.com/swlh/i-have-15-ideas-to-change-your-life-do-you-have-5-minutes-4c29bc386239,0.5023033989365134
5,https://medium.com/personal-growth/want-to-reduce-brain-fog-and-improve-clear-thinking-give-up-these-things-immediately-1bfee44f4dd7,0.4742171195109415
6,https://medium.com/s/notes-on-changing-your-life/all-goals-in-life-are-problematic-except-one-6036f9cd9ef7,0.4704830808928633
7,https://medium.com/swlh/write-to-express-not-to-impress-465d628f39fe,0.4598479257968514
8,https://medium.com/vanguardmag/why-are-white-dudes-the-only-people-who-leave-negative-comments-on-my-essays-8a86c8d2cbaf,0.4550173505236016
9,https://medium.com/the-post-grad-survival-guide/eliminate-procrastination-by-asking-two-incredibly-simple-questions-d8a3c926ae35,0.4356234058559356
10,https://medium.com/the-post-grad-survival-guide/write-for-us-d728c2720316,0.4261713849342715
11,https://medium.com/swlh/what-i-learned-about-procrastination-while-scaling-my-startup-to-4-2-million-users-b07ba29309e,0.419396539048125
12,https://medium.com/personal-growth/5-more-drawing-exercises-9c0df4645387,0.3872169395962967
13,https://medium.com/swlh/standing-desks-vs-sitting-why-sitting-isnt-slowly-killing-you-d846d2786b84,0.3737127219957779
14,https://humanparts.medium.com/why-is-everyone-succeeding-but-me-29186494166b,0.365800216107058
15,https://medium.com/better-humans/how-to-make-the-power-of-your-subconscious-mind-work-for-you-295701128db4,0.31912370207456164
16,https://medium.com/personal-growth/seeing-vs-reading-29365d4540e2,0.3167603342754479
17,https://medium.com/the-mission/5-essential-investments-every-human-being-should-make-in-themselves-121771565384,0.3111260489414565
18,https://medium.com/swlh/why-open-office-design-makes-you-less-productive-95d45ffba9eb,0.3073494367011856
19,https://writingcooperative.com/4-ways-to-get-high-paying-writing-work-dont-self-publish-badfa6b07ae2,0.2921653174679717
20,https://medium.com/splatterme/the-dangerous-myths-of-passion-e22546deb454,0.2768478696389887
21,https://writingcooperative.com/want-to-be-a-great-writer-then-dont-focus-on-writing-do-this-instead-120bf7ba7061,0.2683019481782977
22,https://humanparts.medium.com/will-you-choose-alive-time-or-dead-time-8d7b8ba212,0.26662391578866623
23,https://medium.com/personal-growth/thinking-shallow-and-deep-9932f208470b,0.2660330738388878
24,https://medium.com/the-mission/this-10-minute-routine-will-increase-your-memory-and-creativity-b4f4dc7161ce,0.2659905002166952
25,https://humanparts.medium.com/this-question-will-change-your-reading-life-a28c622c0c25,0.2643957458283853
26,https://medium.com/swlh/how-much-money-can-you-actually-make-writing-articles-on-medium-e9855c255485,0.2638493467438632
27,https://medium.com/swlh/if-you-learn-to-write-you-can-change-your-life-d0df747e02c8,0.2588059033596501
28,https://medium.com/personal-growth/how-to-get-more-work-done-in-a-week-than-most-people-do-in-a-month-ca0328a0cdd2,0.25657960264243285
29,https://medium.com/the-mission/my-powerful-1-hour-routine-for-quick-success-on-medium-175f40c2e6d3,0.2457072792756297
30,https://medium.com/personal-growth/sprezzatura-the-art-of-making-difficult-things-look-simple-55d0441c5cd,0.2393506926391545
31,https://medium.com/swlh/16-tricks-to-turn-your-medium-drafts-into-beautiful-looking-stories-e828e035b5da,0.2298953521996357
32,https://medium.com/@krisgage/how-to-be-successful-at-writing-3561a55b081,0.2222995540969014
33,https://medium.com/the-post-grad-survival-guide/how-i-write-and-publish-so-damn-much-d264fb2a8f1e,0.2212123636570484
34,https://medium.com/s/story/how-to-master-the-flow-state-one-simple-yet-difficult-trick-56854fca9109,0.21926206634668768
35,https://medium.com/@caityjohnstone/an-open-letter-to-every-man-who-has-ever-told-me-how-to-do-my-job-here-f74d7fc2de7a,0.2142981624776688
36,https://medium.com/the-mission/knowing-this-will-make-you-give-less-of-a-f-ck-about-what-others-think-5372539eedbd,0.21112173840249487
37,https://medium.com/swlh/in-less-than-10-minutes-a-day-these-46-intellectually-stimulating-sites-will-spark-your-inner-d96ee6fc8387,0.2104438799652675
38,https://medium.com/swlh/how-to-supercharge-your-brain-throughout-your-career-c61862dcd725,0.2103086821264348
39,https://medium.com/swlh/how-google-is-slowing-innovation-d53161108ea2,0.2062153621001784
40,https://medium.com/s/story/4-things-nobody-ever-tells-you-about-innovation-5a9168b89968,0.19894374875568435
41,https://medium.com/swlh/how-wasting-time-at-work-properly-increases-productivity-76272d651ef0,0.19771575274780745
42,https://medium.com/s/story/why-sleep-on-it-is-the-most-useful-advice-for-learning-and-also-the-most-neglected-86b20249f06d,0.19021631734784056
43,https://medium.com/swlh/19-incredibly-useful-websites-youll-wish-you-knew-earlier-aff5d0f8255b,0.1878510803056632
44,https://medium.com/s/please-advise/when-you-enjoy-work-too-much-3d5083a0da5a,0.1873509933294611
45,https://writingcooperative.com/where-my-writing-voice-comes-from-178af4e1b5e3,0.18607668521326406
46,https://medium.com/swlh/this-is-your-brain-on-reading-why-your-brain-needs-you-to-read-every-day-a472b04da2e0,0.1853988267760367
47,https://medium.com/swlh/the-science-behind-making-a-change-that-lasts-558328f41270,0.183989320821007
48,https://uxdesign.cc/adobe-xd-putting-auto-animate-to-the-test-b09f957d53ae,0.1826242577312336
49,https://medium.com/personal-growth/the-secret-principles-and-thought-patterns-of-genius-5b495bb70cf8,0.18248905989240088
50,https://medium.com/kaizen-habits/habits-you-can-learn-in-10-minutes-that-will-make-you-more-productive-for-the-rest-of-your-life-b428015becfb,0.17994418214613433
51,https://medium.com/s/story/keep-it-simple-stupid-15b3071613e6,0.17985155792949425
52,https://medium.com/swlh/what-i-learned-from-a-month-without-alcohol-e85ea353629c,0.17766783083446958
53,https://medium.com/@kgammon/you-have-to-be-yourself-a29e36f5cc72,0.17753263299563682
54,https://medium.com/swlh/the-truth-about-toxic-workers-in-the-workplace-41d0d270f709,0.17703254601943486
55,https://medium.com/personal-growth/make-life-easier-on-yourself-by-accepting-good-enough-accept-the-lack-of-perfect-5bac47c98ec8,0.17212430047405453
56,https://medium.com/personal-growth/thinking-in-levels-how-to-dig-deeper-and-think-better-8909afbe4fed,0.17021657678588648
57,https://medium.com/swlh/how-to-spend-the-first-hour-of-your-work-day-on-high-value-work-575dc56d2ee4,0.16839773882823114
58,https://forge.medium.com/5-things-everyone-should-do-before-lunch-2349913513ee,0.1584886235208305
59,https://medium.com/thrive-global/your-future-is-determined-after-work-811e52e553d4,0.15817004649178126
60,https://medium.com/personal-growth/there-are-two-ways-to-think-one-doesnt-work-d524798984ab,0.15476019263194338
61,https://medium.com/swlh/goodbye-instagram-hello-ello-45df3d8754ec,0.1519315444516072
62,https://medium.com/swlh/how-to-reset-your-brain-and-increase-your-mental-clarity-in-just-10-minutes-a-day-debde4c2298e,0.15107994309444006
63,https://medium.com/the-ascent/this-simple-action-is-all-it-takes-to-stick-to-your-goals-b31aba051cdd,0.1498519470865631
64,https://medium.com/personal-growth/zen-stories-for-a-calm-clear-open-mind-28e84c523022,0.14971488000466665
65,https://medium.com/swlh/how-you-can-become-so-good-they-cant-ignore-you-4e55e3a7d4e1,0.14907959518963187
66,https://medium.com/personal-growth/three-mind-control-exercises-that-are-more-vivid-than-meditation-dcce6461c4ba,0.14712369015008006
67,https://medium.com/the-mission/habits-you-should-adopt-immediately-to-make-big-changes-in-your-life-559cb63dd9be,0.14612538544073972
68,https://humanparts.medium.com/why-we-spend-our-lives-indoors-alone-typing-e3b1a98e6f45,0.14598644911577954
69,https://medium.com/@eugenesanu/why-small-teams-win-and-bigger-ones-fail-304cb9e43a42,0.14535303354380846
70,https://medium.com/the-mission/what-ive-learned-from-writing-over-500-blog-posts-d0a246fb92e4,0.1449380938119917
71,https://medium.com/swlh/5-insights-from-writing-every-single-day-1f2640b14621,0.14393978910265134
72,https://medium.com/s/trips-worth-telling/medium-com-trips-aed86f968810,0.14057624735113353
73,https://writingcooperative.com/i-bet-i-can-make-you-a-top-writer-on-medium-in-7-days-time-66534a041bb5,0.13985020756252234
74,https://writingcooperative.com/stop-writing-to-yourself-e79b9fa5bed0,0.1390759864225274
75,https://medium.com/splatterme/keep-your-good-news-top-secret-6e10a3e80545,0.13862221155464546
76,https://medium.com/liberationist-thoughts/resilience-how-to-rescue-yourself-from-adversity-d8108dbe1fb3,0.13786043054952282
77,https://medium.com/mind-cafe/how-to-create-content-people-want-to-read-c19ad7cc58cd,0.13784985965771418
78,https://medium.com/personal-growth/why-boredom-is-powerful-but-being-bored-is-not-9f22e5daf4c,0.1362607129985954
79,https://medium.com/swlh/learn-to-learn-better-four-ways-to-improve-your-retention-92c7788c9cd5,0.13585325023903347
80,https://medium.com/s/story/would-you-have-hired-steve-jobs-53af3a5176e6,0.13407885514663445
81,https://medium.com/swlh/this-is-what-it-really-means-to-get-your-shit-together-a78da3518fd0,0.13403441228137813
82,https://medium.com/swlh/deep-thinking-in-the-age-of-distraction-f7cf765b2762,0.13258046346109206
83,https://medium.com/swlh/why-high-performers-dont-use-to-do-lists-5d298045444d,0.13189699729467352
84,https://writingcooperative.com/the-complete-beginners-guide-to-establishing-a-presence-on-medium-1d8df616053f,0.13093939696446205
85,https://medium.com/personal-growth/the-genius-study-what-determines-creative-success-2ad899caafde,0.1304874913396438
86,https://humanparts.medium.com/the-case-for-being-a-multi-hyphenate-216e2e19a30d,0.12921505246651055
87,https://medium.com/swlh/90-of-blogging-success-comes-down-to-this-8b0f28078578,0.12757772445600796
88,https://blog.medium.com/meet-the-medium-elevators-92ab3c47abc8,0.12689612753265314
89,https://medium.com/better-marketing/i-will-teach-you-to-be-a-writer-who-creates-content-people-want-to-read-457edd2e1a47,0.12626084271761834
90,https://medium.com/s/world-wide-wtf/the-interwebs-aint-ruining-r-grammar-e0ee4e9ca531,0.1259403964455054
91,https://medium.com/s/the-long-middle/when-im-64-e817875d1c5c,0.12567000076783993
92,https://medium.com/personal-growth/why-playfulness-is-the-key-to-success-in-the-21st-century-201a626fe18,0.12539586660404706
93,https://medium.com/swlh/the-death-of-an-entrepreneur-30b4841b2895,0.12462538395017952
94,https://medium.com/swlh/how-every-decision-you-make-is-wrong-ab6d1b71ab0e,0.12421605194755385
95,https://medium.com/personal-growth/the-polymath-mindset-9df48545b551,0.1235788978894554
96,https://medium.com/@michael.thompson1978/doubting-your-abilities-learn-to-walk-away-66387add639b,0.12117108722508532
97,https://uxdesign.cc/vital-ux-skills-that-few-designers-have-and-how-to-develop-them-b26fd067e1bd,0.1207154431141396
98,https://blog.medium.com/the-rookie-and-the-pro-different-ways-to-succeed-on-medium-f16c7a866455,0.12057837603224315
99,https://medium.com/better-marketing/how-a-normal-person-like-you-can-build-a-large-social-media-following-9322bf1cf4f5,0.11966895705341547
100,https://medium.com/better-marketing/how-i-averaged-30-000-views-per-article-in-2019-dd368d78b09e,0.11948744710626268
101,https://medium.com/the-mission/what-i-learned-from-quitting-social-media-for-5-days-797b0f18d995,0.1184872731538586
102,https://medium.com/the-smart-view/on-becoming-an-original-d58906e22275,0.11694256935999615
103,https://medium.com/personal-growth/a-lightbulb-is-not-an-idea-549e83514587,0.11676105941284334
104,https://medium.com/the-mission/if-you-want-to-build-an-audience-focus-on-mastery-instead-of-metrics-185700015845,0.1156701304868629
105,https://medium.com/swlh/why-your-brain-needs-time-for-doing-nothing-at-all-34be16d4184c,0.11444400372204967
106,https://medium.com/personal-growth/einstein-was-an-artist-how-creativity-actually-works-29f4d111224f,0.11426062453183315
107,https://medium.com/the-mission/40-things-i-wish-i-knew-when-i-was-younger-d50785991ea2,0.11198801170629584
108,https://medium.com/copywriting-secrets/how-to-tell-powerful-personal-stories-that-will-captivate-your-readers-5b651e50dc6b,0.1116694346772466
109,https://medium.com/swlh/i-was-never-trained-to-be-a-writer-now-i-make-a-living-from-writing-b6f31818220e,0.1106673914817788
110,https://medium.com/@shauntagrimes/the-truth-about-earning-15-000-a-month-as-a-writer-4cffc57d9a86,0.1105785057512661
111,https://medium.com/better-marketing/is-it-still-possible-for-new-writers-to-make-money-on-medium-9e04b5e1f10a,0.1100302374236803
112,https://medium.com/writer-mom/want-to-go-big-first-you-need-to-go-medium-9a30347b1fb,0.10994135169316764
113,https://medium.com/personal-growth/how-to-improve-all-your-relationships-a43b3bc6f8,0.10962464390718207
114,https://medium.com/awkwardly-honest/its-time-to-quit-my-job-bb32a5e50308,0.10716865189142824
115,https://forge.medium.com/an-mfa-admissions-officer-on-making-your-writing-stand-out-2af00d71dd06,0.10698714194427544
116,https://medium.com/the-post-grad-survival-guide/if-youre-starting-a-side-hustle-in-2020-start-here-41cc41f143f4,0.10680750124018636
117,https://medium.com/better-marketing/8-steps-to-making-money-on-medium-10df0b2b19d3,0.10662412204996988
118,https://medium.com/thrive-global/if-all-you-do-in-life-is-work-really-hard-you-are-never-going-to-be-successful-1550f58bf127,0.10576101517946224
119,https://artplusmarketing.com/what-to-do-when-nobody-notices-you-the-power-of-the-300-rule-e132efa6b51a,0.10566839096282213
120,https://medium.com/the-write-brain/medium-rolled-out-a-stricter-no-duplicate-content-rule-today-95dc49fa6350,0.1049867940394673
121,https://medium.com/better-marketing/how-to-never-run-out-of-ideas-stay-creative-and-become-prolific-d8a775e4ac17,0.10480715333537824
122,https://medium.com/the-mission/10-daily-habits-and-mindsets-that-helped-me-write-4-books-15062b091abd,0.10435150922443252
123,https://medium.com/s/story/whats-blocking-your-creative-output-e9778b990324,0.104034801438447
124,https://medium.com/swlh/how-to-immediately-refresh-your-brain-to-restore-high-level-thinking-c5550b9c2365,0.1038532914912942
125,https://medium.com/better-marketing/your-big-break-is-never-coming-do-this-instead-8157786cfe8e,0.10375879803159037
126,https://medium.com/@ngoeke/stop-optimizing-dumb-sh-t-add1d67d9f99,0.1030327582429792
127,https://medium.com/personal-growth/it-leaks-its-analog-and-i-love-it-e2b4c3e6f33b,0.10189551720867868
128,https://medium.com/personal-growth/why-distraction-is-not-the-enemy-b23dc05bfbb0,0.1008972124993383
129,https://artplusmarketing.com/ten-drawings-for-creative-people-to-motivate-and-inspire-b3f47a4f434e,0.10071570255218552
130,https://medium.com/live-your-life-on-purpose/the-secret-to-skyrocketing-your-skills-in-a-short-period-of-time-1cd7d047e4e2,0.09994335065525428
131,https://medium.com/splatterme/the-worst-piece-of-writing-advice-ba4c3f3b131a,0.09953214940956492
132,https://medium.com/the-ascent/7-meaningful-things-we-can-all-do-to-succeed-here-on-medium-together-fa875a7050e7,0.09935063946241214
133,https://gen.medium.com/advice-for-millennials-the-case-for-spacing-out-addd1f60a5a9,0.09916912951525936
134,https://medium.com/@clausraasted/155-dont-hit-the-clap-button-on-medium-once-hit-it-50-times-8511d3d7b72c,0.09912655589306672
135,https://medium.com/swlh/5-things-the-best-people-in-the-world-dont-do-9c83a6abfea2,0.09867091178212103
136,https://medium.com/personal-growth/why-the-truth-isnt-what-you-think-it-is-84ed9156b0c7,0.09853197545716086
137,https://medium.com/@krisgage/how-to-write-a-good-medium-title-9c9ecc7e745c,0.09762255647833318
138,https://humanparts.medium.com/silencing-the-noise-to-hear-my-own-voice-782777cfb24d,0.09739660366592404
139,https://medium.muz.li/ui-interactions-of-the-week-125-b344c2087448,0.09685394306752937
140,https://medium.com/the-1000-day-mfa/25-habits-that-will-make-you-a-writer-95b0bf768745,0.0965334967954164
141,https://medium.com/swlh/lateness-isnt-a-sign-of-disrespect-85c74f95290d,0.09644087257877633
142,https://medium.com/personal-growth/a-metaphor-that-will-increase-your-chances-of-finding-success-2decb92e397d,0.0963075439830073
