,link,ClapRespScore
0,https://medium.com/personal-growth/travel-is-no-cure-for-the-mind-e449d3109d71,1.0
1,https://medium.com/@celdan99/is-san-francisco-becoming-a-third-world-city-181747168b2f,0.2664029781799633
2,https://medium.com/swlh/stop-spending-so-much-time-in-your-head-76b62942f878,0.16080272457505412
3,https://medium.com/personal-growth/why-you-should-be-kind-to-people-you-hate-90d5e367c2c5,0.13114227998663416
4,https://medium.com/personal-growth/the-simple-art-of-not-being-miserable-b374f42bc318,0.13011407612362286
5,https://medium.com/personal-growth/marcus-aurelius-how-to-live-without-fear-40f7a16b6515,0.10742938211920723
6,https://medium.com/personal-growth/the-purpose-of-life-is-right-in-front-of-you-c95f79d989ba,0.1030471580544854
7,https://medium.com/s/story/why-i-left-academic-philosophy-dc0049ea4f3a,0.09610738523324104
8,https://humanparts.medium.com/dont-worry-you-re-used-to-dying-ba265d2cb1b7,0.08315259444046216
9,https://medium.com/s/story/am-i-a-bad-person-if-i-dont-want-kids-688bc0d42ed4,0.07692813079418427
10,https://medium.com/personal-growth/why-we-are-feeling-lonelier-than-ever-ffdb9083b2c4,0.07274335981661904
11,https://medium.com/personal-growth/the-two-types-of-relationship-we-form-and-which-is-better-26339f572e7f,0.07184622520101436
12,https://medium.com/personal-growth/9-stoic-practices-that-will-help-you-thrive-in-the-madness-of-modernity-af9f1bdd56f4,0.07086877753123473
13,https://medium.com/personal-growth/arthur-schopenhauer-the-two-things-that-stop-us-from-being-happy-301c014e4cba,0.07036763650073485
14,https://medium.com/@celdan99/governments-trades-tariffs-and-countries-well-being-2fc656fce361,0.06827525101195225
15,https://medium.com/lessons-from-history/nietzsches-three-steps-to-a-meaningful-life-f063793adfc4,0.06805466196566899
16,https://medium.com/personal-growth/the-morality-trap-the-problem-with-having-a-strong-identity-560c10a8e860,0.06668315733762277
17,https://medium.com/personal-growth/the-difference-between-knowledge-and-wisdom-and-does-iq-matter-7e0a48308067,0.06546392128927153
18,https://medium.com/personal-growth/zeno-of-citium-how-stoicism-can-make-you-mentally-tough-a6fdb61d7571,0.06417357893144697
19,https://civicskunk.works/economics-like-religion-assumes-it-knows-everything-36fc9df0cfe7,0.06377952197318043
20,https://medium.com/personal-growth/david-hume-why-youre-probably-wrong-about-everything-you-know-62fb4caa2b21,0.0626174630198775
21,https://medium.com/personal-growth/the-two-types-of-knowledge-or-how-to-be-smart-b06403c6858b,0.06098381989701805
22,https://medium.com/@celdan99/to-post-or-not-to-post-this-is-the-question-1f260cb12fdb,0.060557420234923186
23,https://medium.com/incerto/pedophrasty-bigoteering-and-other-modern-scams-c84bd70a29e8,0.060527863373979876
24,https://medium.com/swlh/how-to-break-a-negative-thought-loop-9d410bb7461,0.059514437941440235
25,https://medium.com/personal-growth/why-you-are-not-who-you-say-you-are-3ecb509cf45a,0.05830998032356064
26,https://medium.com/@nicolas.rufino/the-art-of-dying-a-valuable-message-from-bruce-lee-about-our-ego-5411117da9d9,0.058178911076154013
27,https://medium.com/personal-growth/what-does-it-mean-to-be-spiritual-a-rational-answer-857380fda855,0.05741841739372591
28,https://forge.medium.com/uncomfortable-truths-about-life-i-never-should-have-ignored-6dfef09059ba,0.05625635844042301
29,https://medium.com/@ztrana/the-only-real-way-to-acquire-wisdom-7489a10c8f8e,0.05593425700767645
30,https://medium.com/live-your-life-on-purpose/the-most-powerful-lessons-people-learn-much-too-late-in-life-a3031060caa5,0.05579119517268316
31,https://blog.usejournal.com/a-sad-time-for-youtube-e-commerce-82b19d7800d4,0.05518018422706505
32,https://humanparts.medium.com/the-meaning-of-life-is-absurd-ecd870bfa3e6,0.05496238102366678
33,https://forge.medium.com/why-you-should-study-philosophy-47c53fbc3205,0.05413078103176538
34,https://medium.com/personal-growth/why-getting-everything-you-want-can-make-your-life-worse-9b32671c4ea0,0.05202918879828111
35,https://forge.medium.com/want-to-improve-your-self-awareness-answer-these-20-questions-94e2f341ec81,0.05028846160318837
36,https://medium.com/personal-growth/the-secret-principles-and-thought-patterns-of-genius-5b495bb70cf8,0.04906643971195213
37,https://medium.com/personal-growth/scandinavian-life-philosophies-for-a-long-happy-and-meaningful-life-b324c2014c4b,0.04847020719680566
38,https://medium.com/@transphilosopher33/i-am-leaving-academic-philosophy-because-of-its-transphobia-problem-bc618aa55712,0.04602531419828646
39,https://medium.com/personal-growth/how-to-exercise-mature-masculinity-1c496dd2adc3,0.044902018850628535
40,https://forge.medium.com/to-live-a-meaningful-life-remember-this-one-thing-a49b5a4b89ea,0.043837837224857235
41,https://medium.com/darius-foroux/4-practical-things-i-do-to-stay-positive-354ab115cf01,0.0433698881142324
42,https://medium.com/personal-growth/finding-the-meaning-of-life-in-suffering-604182cf11cd,0.043152084910834124
43,https://medium.com/@rzm83/understanding-jordan-peterson-acad5a78c619,0.04255585239568765
44,https://medium.com/s/world-wide-wtf/memetic-tribes-and-culture-war-2-0-14705c43f6bb,0.04177779443990293
45,https://medium.com/mind-cafe/the-three-pillars-of-happiness-81cc21c0333d,0.04173624499137295
46,https://medium.com/@ztrana/becoming-a-high-agency-person-how-to-bend-the-world-to-your-will-1379ee9e7268,0.04168270295525632
47,https://medium.com/personal-growth/pale-blue-dot-what-really-matters-15d110da4d44,0.04152764853267636
48,https://medium.com/s/story/what-if-reality-isnt-real-1161d7b12256,0.04134860893492308
49,https://medium.com/@russroberts/what-ive-learned-from-jordan-peterson-ce14e7472702,0.039959540033520216
50,https://humanparts.medium.com/from-ignorance-to-wisdom-a-framework-for-knowledge-b3e9a5e239c9,0.03991799058499024
51,https://medium.com/s/story/a-phd-in-philosophy-was-not-worth-it-4f87b8b109db,0.03950915519625202
52,https://civicskunk.works/what-john-adams-can-teach-us-about-identity-politics-5444f65d8c3c,0.03911873329691715
53,https://medium.com/@caityjohnstone/the-healthy-way-to-hold-a-conspiracy-theory-947c6462e061,0.03911594745403217
54,https://medium.com/s/story/the-work-required-to-understand-the-obvious-or-how-to-be-wise-e57a6bc542cf,0.03846617290276906
55,https://medium.com/darius-foroux/how-to-be-productive-according-to-ancient-philosophy-aafdcac74f43,0.03754226726910605
56,https://medium.com/s/story/conservatives-hate-post-modernism-and-liberals-dont-understand-why-7ba19eecab4d,0.037029133651019536
57,https://onezero.medium.com/we-need-to-find-out-if-we-are-living-in-a-simulation-1ae70919505b,0.03678177358667795
58,https://medium.com/the-ascent/we-cant-be-happy-unless-we-accept-humanity-all-of-it-ec2ba1cde7e4,0.036495649916691394
59,https://medium.com/personal-growth/why-were-afraid-of-being-alone-de9c7516ffa2,0.036245504009464816
60,https://medium.com/personal-growth/in-defense-of-being-irrational-2e4f26143bc7,0.035222871832223494
61,https://medium.com/jumpstart-your-dream-life/lessons-from-voltaire-on-finding-purpose-in-life-cffdded12c5a,0.034635846061778705
62,https://arcdigital.media/sam-harris-has-a-problem-ad5debba9d62,0.03369352693871234
63,https://humanparts.medium.com/how-natural-selection-screwed-us-be08be6ed482,0.03336306797731081
64,https://medium.com/personal-growth/the-most-important-question-in-your-life-1a3fcd2183ec,0.032885912121984294
65,https://medium.com/lessons-from-history/stoicism-finding-the-courage-to-live-a-better-life-b54af2715c26,0.03279360648022266
66,https://medium.com/@stevengambardella/nietzsche-and-redemption-88c6f173cc72,0.03270408668134602
67,https://medium.com/@maartenvandoorn/lifes-most-uncomfortable-question-and-two-ways-to-answer-it-d467e2886aa5,0.03220015980796118
68,https://medium.com/personal-growth/use-this-analogy-to-cultivate-peace-of-mind-4bc36f927287,0.03194722805784963
69,https://onezero.medium.com/how-should-self-driving-cars-choose-who-not-to-kill-442f2a5a1b59,0.0318872651199163
70,https://medium.com/@JessicaLexicus/in-the-age-of-the-autodidact-e2ed9348b217,0.03161591988040138
71,https://medium.com/s/story/peterson-historian-aide-m%C3%A9moire-9aa3b6b3de04,0.03012255274965023
