link,total_claps,total_responses,total_claps_scaled,total_responses_scaled,score
https://medium.com/@nateliason/no-more-struggle-porn-202153a01108,53000,359,0.9636357024673176,0.5302806499261448,0.7902936814508484
https://uxplanet.org/10-small-design-mistakes-we-still-make-1cd5f60bc708,55000,115,1.0,0.16986706056129985,0.6679468242245199
https://medium.com/swlh/deliberate-practice-makes-perfect-how-to-become-an-expert-in-anything-ec30e0c1314e,46000,110,0.8363606611029291,0.16248153618906944,0.5668090111373851
https://medium.com/personal-growth/the-cure-for-an-anxious-sucky-life-in-less-than-550-words-81898c821ebd,32000,268,0.5818105783741522,0.3958641063515511,0.5074319895651117
https://medium.com/swlh/i-have-15-ideas-to-change-your-life-do-you-have-5-minutes-4c29bc386239,37000,167,0.6727213222058582,0.2466765140324963,0.5023033989365134
https://medium.com/personal-growth/want-to-reduce-brain-fog-and-improve-clear-thinking-give-up-these-things-immediately-1bfee44f4dd7,38000,101,0.6909034709721994,0.14918759231905465,0.4742171195109415
https://medium.com/s/notes-on-changing-your-life/all-goals-in-life-are-problematic-except-one-6036f9cd9ef7,33000,187,0.5999927271404935,0.276218611521418,0.4704830808928633
https://medium.com/swlh/write-to-express-not-to-impress-465d628f39fe,33000,169,0.5999927271404935,0.2496307237813885,0.4598479257968514
https://medium.com/vanguardmag/why-are-white-dudes-the-only-people-who-leave-negative-comments-on-my-essays-8a86c8d2cbaf,24000,327,0.43635338824342257,0.4830132939438701,0.4550173505236016
https://medium.com/the-post-grad-survival-guide/eliminate-procrastination-by-asking-two-incredibly-simple-questions-d8a3c926ae35,33000,128,0.5999927271404935,0.18906942392909892,0.4356234058559356
https://medium.com/the-post-grad-survival-guide/write-for-us-d728c2720316,2400,677,0.043618974890452564,1.0,0.4261713849342715
https://medium.com/swlh/what-i-learned-about-procrastination-while-scaling-my-startup-to-4-2-million-users-b07ba29309e,32000,119,0.5818105783741522,0.1757754800590842,0.419396539048125
https://medium.com/personal-growth/5-more-drawing-exercises-9c0df4645387,31000,83,0.563628429607811,0.12259970457902512,0.3872169395962967
https://medium.com/swlh/standing-desks-vs-sitting-why-sitting-isnt-slowly-killing-you-d846d2786b84,27000,134,0.4908998345424462,0.1979320531757755,0.3737127219957779
https://humanparts.medium.com/why-is-everyone-succeeding-but-me-29186494166b,24000,176,0.43635338824342257,0.2599704579025111,0.365800216107058
https://medium.com/better-humans/how-to-make-the-power-of-your-subconscious-mind-work-for-you-295701128db4,24000,97,0.43635338824342257,0.1432791728212703,0.31912370207456164
https://medium.com/personal-growth/seeing-vs-reading-29365d4540e2,24000,93,0.43635338824342257,0.13737075332348594,0.3167603342754479
https://medium.com/the-mission/5-essential-investments-every-human-being-should-make-in-themselves-121771565384,25000,65,0.4545355370097638,0.09601181683899558,0.3111260489414565
https://medium.com/swlh/why-open-office-design-makes-you-less-productive-95d45ffba9eb,22000,114,0.3999890907107401,0.16838995568685378,0.3073494367011856
https://writingcooperative.com/4-ways-to-get-high-paying-writing-work-dont-self-publish-badfa6b07ae2,19200,140,0.3490790741649848,0.206794682422452,0.2921653174679717
https://medium.com/splatterme/the-dangerous-myths-of-passion-e22546deb454,18500,127,0.33635157002854593,0.1875923190546529,0.2768478696389887
https://writingcooperative.com/want-to-be-a-great-writer-then-dont-focus-on-writing-do-this-instead-120bf7ba7061,17500,131,0.3181694212622047,0.19350073855243724,0.2683019481782977
https://humanparts.medium.com/will-you-choose-alive-time-or-dead-time-8d7b8ba212,20000,82,0.36362479317805774,0.12112259970457905,0.26662391578866623
https://medium.com/personal-growth/thinking-shallow-and-deep-9932f208470b,20000,81,0.36362479317805774,0.11964549483013295,0.2660330738388878
https://medium.com/the-mission/this-10-minute-routine-will-increase-your-memory-and-creativity-b4f4dc7161ce,22000,44,0.3999890907107401,0.06499261447562778,0.2659905002166952
